年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
2012,高雄市,Ford Focus 4D,1.8L,16.8萬,9.0萬km,92,https://auto.8891.com.tw/usedauto-infos-3416717.html?display__sale_code=&flow_id=097a08ef-61f1-429e-8cf8-aa95c7563efe,https://p2.8891.com.tw/2023/02/21/1676965083436236_440_330.jpg
2012,苗栗縣,Ford Mustang EcoBoost,2.3L,23.8萬,22.0萬km,64,https://auto.8891.com.tw/usedauto-infos-3431537.html?display__sale_code=&flow_id=6e98157f-6fbe-4fb3-b7f1-e98ff892775d,https://p2.8891.com.tw/2022/10/12/1665560338899042_440_330.jpg
2012,高雄市,Ford Mondeo,2.0L,23.8萬,11.0萬km,375,https://auto.8891.com.tw/usedauto-infos-3429571.html?display__sale_code=9005005&flow_id=9aac9ee3-5220-48bd-aced-4ed91b048fc3,https://p2.8891.com.tw/2023/02/07/1675764739715860_440_330.jpg
2012,新北市,Ford Escape,2.3L,24.8萬,29.0萬km,187,https://auto.8891.com.tw/usedauto-infos-3420085.html?display__sale_code=&flow_id=d2f75370-16c0-4bcb-b374-201e9297ea8d,https://p2.8891.com.tw/2023/02/24/1677232305214822_440_330.jpg
2012,桃園市,Ford Mustang,3.7L,69.8萬,4.0萬km,1081,https://auto.8891.com.tw/usedauto-infos-3420941.html?display__sale_code=&flow_id=b96102ed-3100-4dc8-aca5-b2390639686c,https://p2.8891.com.tw/2023/02/25/1677314459785668_440_330.jpg
2012,台南市,Ford Escape,2.3L,19.8萬,10.8萬km,82,https://auto.8891.com.tw/usedauto-infos-3430066.html?display__sale_code=&flow_id=a07290b2-7644-410e-a333-fd1d0bd2ba51,https://p1.8891.com.tw/2023/03/06/1678091448048827_440_330.jpg
2012,桃園市,Ford Fiesta,1.6L,18.8萬,8.0萬km,82,https://auto.8891.com.tw/usedauto-infos-3426188.html?display__sale_code=&flow_id=72ba949d-040d-4a50-9885-6bb5c9a358b1,https://p1.8891.com.tw/2021/10/09/1633780616529425_440_330.jpg
2012,桃園市,Ford Focus 5D,2.0L,26.8萬,20.0萬km,30,https://auto.8891.com.tw/usedauto-infos-3449914.html?display__sale_code=&flow_id=a7aa0165-896b-4464-a096-6073b609ae49,https://p2.8891.com.tw/2023/03/24/1679649260779200_440_330.jpg
2012,桃園市,Ford Fiesta,1.6L,18萬,20.0萬km,343,https://auto.8891.com.tw/usedauto-infos-3412381.html?display__sale_code=&flow_id=1bd15e1e-4060-457d-b1eb-3154908039e7,https://p1.8891.com.tw/2022/10/18/1666070471715769_440_330.jpg
2012,台北市,Ford Focus 5D,1.8L,17.8萬,10.0萬km,53,https://auto.8891.com.tw/usedauto-infos-3438420.html?display__sale_code=&flow_id=fdd38905-ff9c-4298-aa34-3911f0be5311,https://p1.8891.com.tw/2023/03/13/9/1678723151372931_440_330.jpg
2012,新北市,Ford Fiesta,1.6L,15.8萬,10.0萬km,1,https://auto.8891.com.tw/usedauto-infos-3458579.html?display__sale_code=&flow_id=ee764f62-13ea-4c80-99d9-8567c2547b86,https://p2.8891.com.tw/2023/04/02/1680421075502656_440_330.jpg
2012,台南市,Ford Mondeo,2.0L,25.8萬,15.8萬km,59,https://auto.8891.com.tw/usedauto-infos-3451574.html?display__sale_code=&flow_id=fba9c3e6-dfca-4440-84f1-776b324e13ff,https://p2.8891.com.tw/2023/03/26/0/1679808647866090_440_330.jpg
2012,高雄市,Ford Focus,1.6L,21.8萬,13.4萬km,174,https://auto.8891.com.tw/usedauto-infos-3443537.html?display__sale_code=9005002&flow_id=be592129-46cb-4da4-9d1a-4a3b87539225,https://p2.8891.com.tw/2023/03/18/1679103804315944_440_330.png
2012,高雄市,Ford Focus 4D,1.6L,19.8萬,15.0萬km,34,https://auto.8891.com.tw/usedauto-infos-3455028.html?display__sale_code=9005001&flow_id=c41c7d6c-175a-420f-81b7-29f75ddaaffa,https://p1.8891.com.tw/2022/12/19/1671457229017529_440_330.jpg
2012,新北市,Ford Escape,2.3L,18.8萬,10.0萬km,82,https://auto.8891.com.tw/usedauto-infos-3442543.html?display__sale_code=&flow_id=deaaaf8f-32e2-42c4-a228-2ff186a94572,https://p2.8891.com.tw/2023/03/17/1679025467263854_440_330.jpg
2012,新北市,Ford Focus 4D,2.0L,14.8萬,24.0萬km,67,https://auto.8891.com.tw/usedauto-infos-3413179.html?display__sale_code=&flow_id=127fa33d-ebb2-4644-9ee4-06b5db5467a2,https://p2.8891.com.tw/2022/11/05/1667629510093142_440_330.jpg
2012,桃園市,Ford Focus,1.8L,18.8萬,10.0萬km,28,https://auto.8891.com.tw/usedauto-infos-3447043.html?display__sale_code=&flow_id=81a1c36d-28fb-45cd-801d-44b42ba3630f,https://p1.8891.com.tw/2023/03/21/1679388738059419_440_330.jpg
2012,桃園市,Ford Focus,2.0L,22.8萬,7.0萬km,40,https://auto.8891.com.tw/usedauto-infos-3447175.html?display__sale_code=&flow_id=315e471b-9716-478f-bd14-f213b5b9b66b,https://p2.8891.com.tw/2023/03/21/1679392221794562_440_330.jpg
2012,台中市,Ford Fiesta,1.6L,19.8萬,10.4萬km,36,https://auto.8891.com.tw/usedauto-infos-3452355.html?display__sale_code=&flow_id=0fedb6d1-6f50-4cbe-9916-903302d14442,https://p2.8891.com.tw/2023/02/24/1677205852006108_440_330.jpg
2012,新北市,Ford Escape,2.3L,19.8萬,9.0萬km,72,https://auto.8891.com.tw/usedauto-infos-3441377.html?display__sale_code=&flow_id=a8e97bd1-ec47-4c12-965d-4b2995b4a661,https://p2.8891.com.tw/2023/03/16/1678938660444842_440_330.jpg
2012,桃園市,Ford Focus,2.0L,23.8萬,10.0萬km,767,https://auto.8891.com.tw/usedauto-infos-3440713.html?display__sale_code=3012001&flow_id=b5eec0a8-6013-4c00-8de4-0435c34b5566,https://p2.8891.com.tw/2023/03/15/3/1678873079950004_440_330.jpg
2012,高雄市,Ford Focus,1.8L,19.8萬,7.0萬km,1712,https://auto.8891.com.tw/usedauto-infos-3353279.html?display__sale_code=&flow_id=f6c09341-d428-457f-9262-138ba609b4ec,https://p1.8891.com.tw/2022/12/16/1671187106366175_440_330.jpg
2012,桃園市,Ford Fiesta,1.6L,14萬,10.0萬km,75,https://auto.8891.com.tw/usedauto-infos-3431729.html?display__sale_code=&flow_id=c65b6736-2b80-41e0-ad9f-c2b7e4e0cf6f,https://p2.8891.com.tw/2023/02/03/1675413588856250_440_330.jpg
2012,高雄市,Ford Focus 5D,2.0L,19.8萬,20.5萬km,58,https://auto.8891.com.tw/usedauto-infos-3443423.html?display__sale_code=&flow_id=33ba2746-76a2-4faf-b7a7-ee25624fdeb0,https://p1.8891.com.tw/2023/03/17/1679053931767491_440_330.jpg
2012,台中市,Ford Focus 5D,2.0L,22.8萬,14.0萬km,108,https://auto.8891.com.tw/usedauto-infos-3431028.html?display__sale_code=9005002&flow_id=b14ebc2a-f272-4242-a005-3f5ff7f89b31,https://p2.8891.com.tw/2023/03/07/1678172503834982_440_330.jpg
2012,桃園市,Ford Focus 5D,2.0L,33.8萬,7.0萬km,31,https://auto.8891.com.tw/usedauto-infos-3448251.html?display__sale_code=&flow_id=d575bb27-ba52-44e7-9c20-b0457078a403,https://p2.8891.com.tw/2023/03/22/1679479146004700_440_330.jpg
2012,新北市,Ford Focus,2.0L,18.8萬,8.0萬km,222,https://auto.8891.com.tw/usedauto-infos-3404749.html?display__sale_code=9005001&flow_id=26622cb8-48c9-4d03-bf6f-282e043693c0,https://p1.8891.com.tw/2023/02/21/1676910142228297_440_330.jpg
2012,苗栗縣,Ford Econovan,2.0L,14.8萬,11.0萬km,31,https://auto.8891.com.tw/usedauto-infos-3451096.html?display__sale_code=9005001&flow_id=1555ebb7-cec2-4cb9-b970-aef684eabea1,https://p2.8891.com.tw/2023/03/25/1679732995441174_440_330.jpg
2012,新北市,Ford Escape,2.3L,21.8萬,9.6萬km,168,https://auto.8891.com.tw/usedauto-infos-3437998.html?display__sale_code=&flow_id=222212e0-4e96-4ed2-8b61-fe86754913c6,https://p2.8891.com.tw/2023/03/13/1678700733501286_440_330.jpg
2012,嘉義縣,Ford Focus,1.8L,11.9萬,17.8萬km,19,https://auto.8891.com.tw/usedauto-infos-3453105.html?display__sale_code=&flow_id=05a25e6c-05fc-49d3-905f-4d14bd296df5,https://p2.8891.com.tw/2023/03/28/6/1679971134021836_440_330.jpg
2012,台北市,Ford Focus 4D,1.8L,18.8萬,7.3萬km,104,https://auto.8891.com.tw/usedauto-infos-3402612.html?display__sale_code=&flow_id=d4f7e012-5336-4b42-a9bf-87417ddd6b7e,https://p1.8891.com.tw/2023/02/08/1675834970035433_440_330.jpg
2012,高雄市,Ford Focus 4D,1.8L,10.8萬,14.5萬km,146,https://auto.8891.com.tw/usedauto-infos-3433052.html?display__sale_code=&flow_id=7f6df039-6628-4422-8be5-545800921314,https://p2.8891.com.tw/2022/10/05/1664933346194998_440_330.jpg
2012,桃園市,Ford Fiesta,1.6L,18.8萬,7.0萬km,65,https://auto.8891.com.tw/usedauto-infos-3433297.html?display__sale_code=&flow_id=cce20a43-9edb-4f30-bfe4-a9cdebdb296e,https://p1.8891.com.tw/2023/03/09/6/1678334022994389_440_330.jpg
2012,台中市,Ford Fiesta,1.6L,18.8萬,8.9萬km,510,https://auto.8891.com.tw/usedauto-infos-3397472.html?display__sale_code=&flow_id=a0e20bd5-525c-4136-a109-77aeac902f67,https://p1.8891.com.tw/2023/02/03/1675416321254755_440_330.jpg
2012,桃園市,Ford Fiesta,1.5L,14.8萬,17.0萬km,64,https://auto.8891.com.tw/usedauto-infos-3453249.html?display__sale_code=&flow_id=861fdc46-074b-4d39-b056-9da05f0510d9,https://p1.8891.com.tw/2023/02/25/1677300124274831_440_330.jpg
2012,新北市,Ford Fiesta,1.6L,18萬,21.0萬km,114,https://auto.8891.com.tw/usedauto-infos-3409877.html?display__sale_code=&flow_id=8dfd2b25-5ba1-43cf-93d5-2bc52c9c5753,https://p1.8891.com.tw/2023/02/14/1676372126935341_440_330.jpg
2012,新北市,Ford Fiesta,1.6L,18萬,7.0萬km,10,https://auto.8891.com.tw/usedauto-infos-3457989.html?display__sale_code=9005002&flow_id=2378346b-a5ce-4ddd-ad98-ed0bb2eb9ee3,https://p2.8891.com.tw/2023/04/01/1680341361228352_440_330.jpg
2012,桃園市,Ford Mustang,3.7L,62萬,11.0萬km,2240,https://auto.8891.com.tw/usedauto-infos-3425199.html?display__sale_code=&flow_id=3428f230-c606-4fd7-8880-34186fc982bd,https://p1.8891.com.tw/2023/03/03/1677830414461637_440_330.jpg
2012,台南市,Ford Focus 4D,2.0L,26.8萬,13.8萬km,22,https://auto.8891.com.tw/usedauto-infos-3451905.html?display__sale_code=&flow_id=1feeffcb-8f7f-4879-8005-b616604d7fbd,https://p1.8891.com.tw/2022/01/12/0/1641962299923679_440_330.jpg
2012,台北市,Ford Focus,1.6L,23.8萬,10.3萬km,88,https://auto.8891.com.tw/usedauto-infos-3405377.html?display__sale_code=&flow_id=8dce42d4-c8c2-46fe-975e-c9f516411410,https://p2.8891.com.tw/2022/03/15/1647311857105978_440_330.jpg
2012,桃園市,Ford Fiesta,1.6L,15萬,8.0萬km,144,https://auto.8891.com.tw/usedauto-infos-3398043.html?display__sale_code=&flow_id=33eb4b6c-bfc1-44cc-94b0-95423984732e,https://p2.8891.com.tw/2023/02/04/5/1675481903222456_440_330.jpg
2012,高雄市,Ford Focus 4D,1.6L,21.9萬,16.9萬km,15,https://auto.8891.com.tw/usedauto-infos-3448770.html?display__sale_code=&flow_id=80a0280a-898b-432b-861d-3fd4cefb5bc4,https://p1.8891.com.tw/2022/12/17/1671252875703167_440_330.jpg
2012,台北市,Ford Escape,2.3L,19.8萬,9.2萬km,157,https://auto.8891.com.tw/usedauto-infos-3431115.html?display__sale_code=&flow_id=369d1848-518a-46e1-a138-20c58b8cd56d,https://p1.8891.com.tw/2023/03/07/1678175117086125_440_330.jpg
2012,新北市,Ford Focus 4D,2.0L,18.8萬,24.0萬km,786,https://auto.8891.com.tw/usedauto-infos-3291870.html?display__sale_code=&flow_id=ac9cfd8a-5957-4842-8f7c-c7798dbedf5c,https://p1.8891.com.tw/2022/10/21/1666350720026771_440_330.jpg
2012,新北市,Ford Fiesta,1.6L,17.8萬,17.0萬km,31,https://auto.8891.com.tw/usedauto-infos-3440741.html?display__sale_code=&flow_id=8b4d6fc9-11a1-4d81-8350-e4498be2778c,https://p2.8891.com.tw/2022/08/19/1660895717167084_440_330.jpg
2012,桃園市,Ford Ranger,3.2L,65.8萬,6.0萬km,228,https://auto.8891.com.tw/usedauto-infos-3436347.html?display__sale_code=&flow_id=191418ff-3b66-4079-8d1a-5cdae1249e6f,https://p1.8891.com.tw/2022/11/10/3/1668090283143605_440_330.jpg
2012,台北市,Ford Focus 5D,2.0L,17.8萬,16.0萬km,30,https://auto.8891.com.tw/usedauto-infos-3436431.html?display__sale_code=&flow_id=01b6de7e-3903-4d5e-beb1-9f8c2da7def7,https://p1.8891.com.tw/2023/01/06/6/1673015194495269_440_330.jpg
2012,彰化縣,Ford Fiesta,1.6L,23.8萬,7.0萬km,36,https://auto.8891.com.tw/usedauto-infos-3444139.html?display__sale_code=&flow_id=f4d1eb28-1885-408c-9775-9507c3776ff4,https://p1.8891.com.tw/2023/03/18/1679131662812401_440_330.jpg
2012,新北市,Ford Econovan,2.0L,19.8萬,6.0萬km,33,https://auto.8891.com.tw/usedauto-infos-3444080.html?display__sale_code=&flow_id=92ecec84-68e7-4e7e-93af-473edd6a4a51,https://p1.8891.com.tw/2023/03/18/1679129210308421_440_330.jpg
2012,桃園市,Ford Focus 4D,1.8L,15.8萬,10.8萬km,32,https://auto.8891.com.tw/usedauto-infos-3441070.html?display__sale_code=&flow_id=3fb653b0-b079-49e2-ac6e-80bd1b653b30,https://p2.8891.com.tw/2022/05/09/1652028941777068_440_330.jpg
2012,新北市,Ford Fiesta,1.6L,15.8萬,9.4萬km,80,https://auto.8891.com.tw/usedauto-infos-3436765.html?display__sale_code=&flow_id=c9388be4-e80f-412b-9e1c-f59e00b9da9b,https://p1.8891.com.tw/2019/09/21/0/1569059765053377_440_330.jpg
2012,新北市,Ford Focus 5D,2.0L,19.8萬,9.0萬km,65,https://auto.8891.com.tw/usedauto-infos-3413763.html?display__sale_code=&flow_id=d5d8fa27-4bd3-4aa2-901f-7928abf154f1,https://p1.8891.com.tw/2022/04/13/1649838150759605_440_330.jpg
2012,台中市,Ford Focus 5D,2.0L,18萬,15.0萬km,27,https://auto.8891.com.tw/usedauto-infos-3449221.html?display__sale_code=&flow_id=edd6119a-13bd-423e-bba9-d0a857847771,https://p1.8891.com.tw/2023/02/11/1676113624691221_440_330.jpg
2012,台北市,Ford Escape,2.3L,19.8萬,9.0萬km,62,https://auto.8891.com.tw/usedauto-infos-3452878.html?display__sale_code=&flow_id=dfcb8023-f4b3-4263-a82a-b0d0a2a0e2f1,https://p1.8891.com.tw/2022/10/26/1666779570942693_440_330.jpg
2012,台中市,Ford Focus,2.0L,10萬,11.0萬km,104,https://auto.8891.com.tw/usedauto-infos-3423166.html?display__sale_code=&flow_id=dcd8aeb2-73c1-496b-8d34-34ab0931e4f3,https://p1.8891.com.tw/2023/02/28/1677577954254243_440_330.jpg
2012,桃園市,Ford Fiesta,1.6L,23.8萬,10.0萬km,67,https://auto.8891.com.tw/usedauto-infos-3425637.html?display__sale_code=&flow_id=110c6078-c9b2-43fe-8576-93086a98c1a2,https://p2.8891.com.tw/2023/03/29/1680022405775632_440_330.jpg
2012,台中市,Ford Focus,1.8L,14.8萬,19.0萬km,358,https://auto.8891.com.tw/usedauto-infos-3405248.html?display__sale_code=9005002&flow_id=533ee5eb-dee1-4139-af53-db0a78bf0822,https://p2.8891.com.tw/2023/01/19/1674127251775502_440_330.jpg
2012,台中市,Ford Mustang,3.7L,68.8萬,13.0萬km,979,https://auto.8891.com.tw/usedauto-infos-3438576.html?display__sale_code=9005001&flow_id=a0c611bc-138e-4ba3-8726-0de157d08b5a,https://p2.8891.com.tw/2023/04/02/1680409137513346_440_330.jpg
2012,桃園市,Ford Fiesta,1.6L,20萬,10.0萬km,916,https://auto.8891.com.tw/usedauto-infos-3411603.html?display__sale_code=&flow_id=8138f279-bdd1-4695-bf7b-551cb5e08386,https://p2.8891.com.tw/2023/02/16/1676526721024260_440_330.jpg
2012,嘉義市,Ford Fiesta,1.6L,9.8萬,8.0萬km,156,https://auto.8891.com.tw/usedauto-infos-3414662.html?display__sale_code=&flow_id=ed2696f5-03b2-4f5b-877e-3c7b86574a50,https://p2.8891.com.tw/2023/02/19/1676780933187046_440_330.jpg
2012,台北市,Ford Focus 5D,1.8L,21.8萬,6.6萬km,1427,https://auto.8891.com.tw/usedauto-infos-3290280.html?display__sale_code=&flow_id=629f0a3f-a85e-4465-9999-acf49c5715fe,https://p1.8891.com.tw/2022/07/20/1658290489840347_440_330.jpg
2012,高雄市,Ford Econovan,2.0L,16.8萬,15.0萬km,70,https://auto.8891.com.tw/usedauto-infos-3441173.html?display__sale_code=&flow_id=0900caf8-6b88-4d63-8526-3f2d66941a52,https://p2.8891.com.tw/2022/12/15/1671066507367082_440_330.jpg
2013,嘉義縣,Ford Fiesta,1.6L,18.8萬,10.1萬km,51,https://auto.8891.com.tw/usedauto-infos-3455138.html?display__sale_code=&flow_id=9d66dd96-1e92-4505-a8f5-9845c8e0909d,https://p2.8891.com.tw/2023/03/30/1680121648337914_440_330.jpg
2013,桃園市,Ford Focus 5D,2.0L,22.8萬,12.0萬km,93,https://auto.8891.com.tw/usedauto-infos-3401620.html?display__sale_code=&flow_id=23b52e1b-ee3c-4614-8ab9-ef7d75c7de43,https://p1.8891.com.tw/2023/02/07/1675754662249981_440_330.jpg
2013,高雄市,Ford Focus 5D,2.0L,15.9萬,14.6萬km,52,https://auto.8891.com.tw/usedauto-infos-3440757.html?display__sale_code=&flow_id=ef304f1a-670d-421a-8d24-44ec83962e56,https://p2.8891.com.tw/2022/08/30/1661829878876284_440_330.jpg
2013,台中市,Ford Escape,2.3L,19.8萬,14.0萬km,93,https://auto.8891.com.tw/usedauto-infos-3443391.html?display__sale_code=&flow_id=455590f2-ee3a-4345-8b6e-7a6a25aaf7ec,https://p1.8891.com.tw/2023/03/27/1679911942187559_440_330.jpg
2013,新北市,Ford Econovan,2.0L,22.8萬,13.8萬km,55,https://auto.8891.com.tw/usedauto-infos-3441372.html?display__sale_code=&flow_id=5cf1f306-159d-4c1a-9743-aae450920b73,https://p1.8891.com.tw/2023/03/16/1678938290284097_440_330.jpg
2013,桃園市,Ford Focus,1.6L,15.8萬,10.0萬km,131,https://auto.8891.com.tw/usedauto-infos-3441347.html?display__sale_code=&flow_id=9cd35f78-1b26-4442-b8a4-eeb4ddfdc255,https://p2.8891.com.tw/2023/03/22/1679486683358984_440_330.jpg
2013,高雄市,Ford Fiesta,1.6L,22.8萬,11.0萬km,43,https://auto.8891.com.tw/usedauto-infos-3441181.html?display__sale_code=&flow_id=09eda029-1db2-4f0b-94c3-c30ee9cc76d2,https://p1.8891.com.tw/2022/06/10/1654855423951559_440_330.jpg
2013,高雄市,Ford Focus,1.6L,20.8萬,14.1萬km,22,https://auto.8891.com.tw/usedauto-infos-3449791.html?display__sale_code=&flow_id=5e27ea46-5451-4dba-9748-0996bcd7aee1,https://p1.8891.com.tw/2023/02/22/1677036282277997_440_330.jpg
2013,桃園市,Ford Focus 5D,2.0L,8.8萬,15.0萬km,175,https://auto.8891.com.tw/usedauto-infos-3428796.html?display__sale_code=&flow_id=b0ab7428-0ab7-4832-a2a2-8e478c07d059,https://p2.8891.com.tw/2023/03/05/1678001297942820_440_330.jpg
2013,新北市,Ford Econovan,2.0L,16.8萬,16.0萬km,151,https://auto.8891.com.tw/usedauto-infos-3415433.html?display__sale_code=&flow_id=e1f84c77-3055-4654-b7cc-9b4097cbbabd,https://p2.8891.com.tw/2021/05/04/4/1620139828256166_440_330.jpg
2013,高雄市,Ford EcoSport,1.5L,15.9萬,15.8萬km,210,https://auto.8891.com.tw/usedauto-infos-3428729.html?display__sale_code=&flow_id=3e952b75-66cf-4427-9b75-c26d4f10998e,https://p1.8891.com.tw/2022/10/23/1666512760867733_440_330.jpg
2013,高雄市,Ford Focus 5D,1.6L,23.8萬,17.0萬km,510,https://auto.8891.com.tw/usedauto-infos-3430011.html?display__sale_code=&flow_id=21fe9235-a366-48a4-928c-2453263c613f,https://p2.8891.com.tw/2022/11/03/1667479801284658_440_330.jpg
2013,新北市,Ford Focus 5D,1.6L,20萬,3.7萬km,19,https://auto.8891.com.tw/usedauto-infos-3455359.html?display__sale_code=&flow_id=7865d7a5-d7f5-43df-8467-689d1a24628e,https://p2.8891.com.tw/2023/03/30/1680153271321430_440_330.jpg
2013,高雄市,Ford Focus 4D,1.6L,19.8萬,2.4萬km,298,https://auto.8891.com.tw/usedauto-infos-3438073.html?display__sale_code=&flow_id=83d72fbc-7289-434d-88b8-54a966975791,https://p2.8891.com.tw/2023/03/13/1678699664737762_440_330.jpg
2013,高雄市,Ford Fiesta,1.6L,19.8萬,8.0萬km,844,https://auto.8891.com.tw/usedauto-infos-3377521.html?display__sale_code=&flow_id=a2df0b6d-a119-483b-a348-c0a8e4ba3db5,https://p2.8891.com.tw/2023/01/09/1673256641065450_440_330.jpg
2013,高雄市,Ford Focus 4D,1.6L,19.8萬,17.0萬km,41,https://auto.8891.com.tw/usedauto-infos-3442996.html?display__sale_code=&flow_id=5d9edc4c-1c20-41ff-9ad8-470f7603f6dc,https://p1.8891.com.tw/2022/03/06/1646560544923207_440_330.jpg
2013,宜蘭縣,Ford Escape,2.3L,28.8萬,13.5萬km,286,https://auto.8891.com.tw/usedauto-infos-3439531.html?display__sale_code=&flow_id=67e28c93-7e1c-4d69-a7f4-2f7cc141ba31,https://p1.8891.com.tw/2023/03/14/1678793124994711_440_330.jpg
2013,高雄市,Ford Kuga,1.6L,31.8萬,19.0萬km,80,https://auto.8891.com.tw/usedauto-infos-3439191.html?display__sale_code=&flow_id=030eb7f2-f972-4ebe-bdb9-e1b8075006d1,https://p1.8891.com.tw/2023/03/14/1678781904322121_440_330.jpg
2013,高雄市,Ford Focus 5D,1.6L,19.9萬,17.2萬km,25,https://auto.8891.com.tw/usedauto-infos-3443119.html?display__sale_code=&flow_id=3d2f44d0-c216-486b-85dd-5c35924930b1,https://p1.8891.com.tw/2023/02/15/1676432616415047_440_330.jpg
2013,新北市,Ford Fiesta,1.6L,15.8萬,10.7萬km,56,https://auto.8891.com.tw/usedauto-infos-3436710.html?display__sale_code=&flow_id=f3d86827-766e-4816-80be-1957fb1bb205,https://p2.8891.com.tw/2021/06/23/1624452985101578_440_330.jpg
2013,高雄市,Ford Focus,1.6L,21.8萬,7.0萬km,677,https://auto.8891.com.tw/usedauto-infos-3394638.html?display__sale_code=&flow_id=d57bb42c-f8e7-4146-893a-1261670505fa,https://p1.8891.com.tw/2023/02/01/1675239159093643_440_330.jpg
2013,台中市,Ford Focus,2.0L,19.8萬,12.0萬km,49,https://auto.8891.com.tw/usedauto-infos-3437551.html?display__sale_code=&flow_id=4ee9efa5-c179-4b34-b242-2846cf27c227,https://p1.8891.com.tw/2023/03/13/7/1678684807163377_440_330.jpg
2013,台中市,Ford Focus 4D,2.0L,15.8萬,8.0萬km,310,https://auto.8891.com.tw/usedauto-infos-3373636.html?display__sale_code=&flow_id=68e5e684-9430-4f6a-94a0-43f40471630d,https://p1.8891.com.tw/2022/10/01/1664612065694845_440_330.jpg
2013,新北市,Ford Escape,2.3L,25.8萬,17.0萬km,522,https://auto.8891.com.tw/usedauto-infos-3401432.html?display__sale_code=&flow_id=48177403-f261-4848-8b51-5999e6485dbc,https://p1.8891.com.tw/2023/02/07/1675748479799971_440_330.jpg
2013,新北市,Ford Focus 5D,2.0L,25萬,18.6萬km,65,https://auto.8891.com.tw/usedauto-infos-3436956.html?display__sale_code=&flow_id=114d08de-98d3-4ef9-af8b-fcf6d37ad487,https://p2.8891.com.tw/2023/03/12/1678615453946332_440_330.jpg
2013,高雄市,Ford EcoSport,1.5L,23.8萬,12.0萬km,66,https://auto.8891.com.tw/usedauto-infos-3453927.html?display__sale_code=&flow_id=7d513103-70b4-45f6-8fd0-d8dbcf75ed93,https://p2.8891.com.tw/2023/03/29/1680074728865572_440_330.jpg
2013,桃園市,Ford Escape,2.3L,19.8萬,11.0萬km,202,https://auto.8891.com.tw/usedauto-infos-3434346.html?display__sale_code=&flow_id=22e09aee-942f-4063-886d-b034f8dcfaa7,https://p2.8891.com.tw/2023/01/05/1672915325249566_440_330.jpg
2013,新竹市,Ford Fiesta,1.6L,22.8萬,15.0萬km,115,https://auto.8891.com.tw/usedauto-infos-3432301.html?display__sale_code=&flow_id=4d734aa9-06e0-48e8-83a3-05d6d06d8e30,https://p2.8891.com.tw/2022/07/26/1658812062831504_440_330.jpg
2013,新北市,Ford Kuga,2.0L,42萬,10.0萬km,79,https://auto.8891.com.tw/usedauto-infos-3436742.html?display__sale_code=&flow_id=dd2c22b0-9b72-4dcf-908d-d3a57af3cf43,https://p2.8891.com.tw/2023/03/12/1/1678604137161342_440_330.jpg
2013,台中市,Ford Focus 4D,1.6L,16萬,19.0萬km,42,https://auto.8891.com.tw/usedauto-infos-3438283.html?display__sale_code=&flow_id=7cd35587-66bf-4e69-ac4f-18459835c8f8,https://p1.8891.com.tw/2023/03/13/1678708136914451_440_330.jpg
2013,高雄市,Ford Focus,2.0L,13.9萬,14.1萬km,49,https://auto.8891.com.tw/usedauto-infos-3439827.html?display__sale_code=&flow_id=62dd3334-4d2e-4962-9e38-ad5fc7781190,https://p1.8891.com.tw/2022/11/12/1668234351670655_440_330.jpg
2013,高雄市,Ford Focus 5D,1.6L,28.8萬,5.2萬km,195,https://auto.8891.com.tw/usedauto-infos-3434970.html?display__sale_code=&flow_id=b45ec735-fb14-499f-878c-5668745722d1,https://p1.8891.com.tw/2023/02/26/1677408837272839_440_330.jpg
2013,台北市,Ford Kuga,1.6L,37.8萬,8.0萬km,21,https://auto.8891.com.tw/usedauto-infos-3455298.html?display__sale_code=&flow_id=a358dfbb-eb6f-4f73-9fe8-6be2043cbff8,https://p2.8891.com.tw/2023/03/30/1680149499138262_440_330.jpg
2013,新北市,Ford Focus 4D,2.0L,24.8萬,14.0萬km,21,https://auto.8891.com.tw/usedauto-infos-3442395.html?display__sale_code=&flow_id=eb0e1a68-bf1e-4e06-926c-b839b40a4fae,https://p1.8891.com.tw/2022/03/28/1648456405889763_440_330.jpg
2013,新北市,Ford Focus 4D,1.6L,19.8萬,10.0萬km,25,https://auto.8891.com.tw/usedauto-infos-3442401.html?display__sale_code=&flow_id=40a8762e-166d-48eb-b00a-63bb39effcab,https://p1.8891.com.tw/2023/03/17/1679020390997521_440_330.jpg
2013,高雄市,Ford Kuga,2.0L,28.8萬,15.1萬km,94,https://auto.8891.com.tw/usedauto-infos-3437678.html?display__sale_code=&flow_id=3ca6b6f2-2d1d-4a2b-aac2-ea0348c0e626,https://p1.8891.com.tw/2022/11/18/1668760470754167_440_330.jpg
2013,台中市,Ford Focus 4D,1.6L,19萬,7.0萬km,15,https://auto.8891.com.tw/usedauto-infos-3455410.html?display__sale_code=&flow_id=a8983adc-6310-4801-a512-0755428c5008,https://p2.8891.com.tw/2023/03/30/1680155049897260_440_330.jpg
2013,高雄市,Ford Kuga,1.6L,39.8萬,6.6萬km,456,https://auto.8891.com.tw/usedauto-infos-3435785.html?display__sale_code=&flow_id=6e3857bb-4fc3-455f-bb3c-c01e8bdf40d3,https://p2.8891.com.tw/2023/03/11/1678511263039148_440_330.jpg
