年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
2012,新竹市,Lexus CT,1.8L,59.8萬,16.9萬km,31,https://auto.8891.com.tw/usedauto-infos-3428232.html?display__sale_code=&flow_id=bcf45daf-1761-4613-a5aa-b6f3e3762ef2,https://p2.8891.com.tw/2023/03/04/1677928214164158_440_330.jpg
2012,新北市,Lexus RX,2.7L,56.8萬,21.0萬km,228,https://auto.8891.com.tw/usedauto-infos-3384447.html?display__sale_code=&flow_id=3821f9df-ac76-41c4-8575-69b82a192acd,https://p1.8891.com.tw/2022/11/16/1668595198805741_440_330.jpg
2012,台中市,Lexus RX,2.7L,50.8萬,11.0萬km,802,https://auto.8891.com.tw/usedauto-infos-3438927.html?display__sale_code=3012001&flow_id=ecffc390-c07b-41ef-b6b0-ed6c35a1b5a1,https://p2.8891.com.tw/2023/03/14/1678774232340554_440_330.jpg
2012,台中市,Lexus GS,2.5L,68.8萬,24.0萬km,223,https://auto.8891.com.tw/usedauto-infos-3447530.html?display__sale_code=&flow_id=73c763e6-11cc-46bf-afb6-99fe10075fbe,https://p1.8891.com.tw/2022/10/27/5/1666873089957517_440_330.jpg
2012,高雄市,Lexus RX,2.7L,67.8萬,11.2萬km,282,https://auto.8891.com.tw/usedauto-infos-3400396.html?display__sale_code=&flow_id=3dbd70db-6088-4858-8bb5-762c954ef193,https://p1.8891.com.tw/2022/09/19/1663579113047875_440_330.jpg
2012,台北市,Lexus GS,3.5L,59.8萬,10.9萬km,516,https://auto.8891.com.tw/usedauto-infos-3451794.html?display__sale_code=&flow_id=dbd0eb17-3ac2-49d5-859d-d5ae484ed152,https://p2.8891.com.tw/2023/03/26/1679824778540936_440_330.jpg
2012,桃園市,Lexus RX,3.5L,60萬,12.0萬km,45,https://auto.8891.com.tw/usedauto-infos-3441965.html?display__sale_code=&flow_id=4922f09d-8302-43d2-ba16-53817450604a,https://p2.8891.com.tw/2022/11/14/1668400313033490_440_330.jpg
2012,台北市,Lexus RX,2.7L,68.8萬,10.2萬km,9,https://auto.8891.com.tw/usedauto-infos-3458331.html?display__sale_code=&flow_id=f81ab09a-23c5-4f51-b376-9e5db7d4b94f,https://p2.8891.com.tw/2022/11/30/2/1669778805989282_440_330.jpg
2012,台北市,Lexus RX,2.7L,49.8萬,28.0萬km,145,https://auto.8891.com.tw/usedauto-infos-3441286.html?display__sale_code=&flow_id=713ab3c1-6296-4113-9e6f-c4b131ec47f2,https://p2.8891.com.tw/2023/03/23/1679547633140354_440_330.jpg
2012,台中市,Lexus ES,2.4L,48.8萬,13.0萬km,228,https://auto.8891.com.tw/usedauto-infos-3436186.html?display__sale_code=&flow_id=2793b4e5-91f5-4534-95d7-35d2dd03b8c1,https://p2.8891.com.tw/2023/03/11/1678529205393856_440_330.jpg
2012,新竹市,Lexus GS,2.5L,78萬,13.0萬km,440,https://auto.8891.com.tw/usedauto-infos-3447443.html?display__sale_code=&flow_id=64bd66a8-4a4f-4be0-8530-ad18cf337126,https://p1.8891.com.tw/2022/11/03/7/1667411854296985_440_330.jpg
2012,高雄市,Lexus CT,1.8L,35.8萬,14.6萬km,255,https://auto.8891.com.tw/usedauto-infos-3440689.html?display__sale_code=&flow_id=15105af5-83f1-459b-b55a-1f76890cfadc,https://p1.8891.com.tw/2023/02/13/1676281869136055_440_330.jpg
2012,桃園市,Lexus RX,2.7L,65.8萬,12.0萬km,21,https://auto.8891.com.tw/usedauto-infos-3454420.html?display__sale_code=&flow_id=7d500289-8086-4b7e-a8e4-b18068c5b4ae,https://p1.8891.com.tw/2022/07/18/1658124931827539_440_330.jpg
2012,新竹市,Lexus RX,2.7L,63.8萬,10.0萬km,72,https://auto.8891.com.tw/usedauto-infos-3454560.html?display__sale_code=9005011&flow_id=3d6c11b1-a977-4d12-9e68-fda82c2eb977,https://p2.8891.com.tw/2023/03/29/1680071885214936_440_330.jpg
2012,桃園市,Lexus RX,2.7L,63.8萬,12.7萬km,159,https://auto.8891.com.tw/usedauto-infos-3406328.html?display__sale_code=&flow_id=7bb8f6c8-d007-4ea8-9434-f14cdfdf18b8,https://p2.8891.com.tw/2022/06/06/1654498645964250_440_330.jpg
2012,桃園市,Lexus RX,2.7L,56.8萬,19.0萬km,724,https://auto.8891.com.tw/usedauto-infos-3267064.html?display__sale_code=&flow_id=2a093966-6e82-481f-b4d5-5da65192be1d,https://p2.8891.com.tw/2022/09/30/0/1664519125673356_440_330.jpg
2012,桃園市,Lexus ES,3.5L,29萬,12.5萬km,127,https://auto.8891.com.tw/usedauto-infos-3454772.html?display__sale_code=&flow_id=fe3de52c-3c67-45df-990f-e2830344230c,https://p2.8891.com.tw/2023/03/29/1680079937644798_440_330.jpg
2012,桃園市,Lexus RX,3.5L,66.8萬,12.8萬km,50,https://auto.8891.com.tw/usedauto-infos-3446852.html?display__sale_code=&flow_id=6764c15b-a199-4d79-ac0a-291f623c5beb,https://p2.8891.com.tw/2022/10/19/1666159559898998_440_330.jpg
2012,桃園市,Lexus CT,1.8L,33.5萬,12.3萬km,109,https://auto.8891.com.tw/usedauto-infos-3439614.html?display__sale_code=&flow_id=7c475cce-c615-488e-9aef-acf42db800d8,https://p1.8891.com.tw/2023/03/14/1678795798625059_440_330.jpg
2012,新北市,Lexus CT,1.8L,43.8萬,26.0萬km,67,https://auto.8891.com.tw/usedauto-infos-3439497.html?display__sale_code=&flow_id=f514bf90-4189-4b1a-881b-48d5f530630d,https://p2.8891.com.tw/2023/03/14/1678790918194324_440_330.png
2012,台北市,Lexus RX,3.5L,53.8萬,14.0萬km,475,https://auto.8891.com.tw/usedauto-infos-3413789.html?display__sale_code=&flow_id=b3793b3b-5897-4b33-b3a1-7be765647603,https://p2.8891.com.tw/2023/02/25/1677298351507732_440_330.jpg
2012,台北市,Lexus ES,2.5L,55.8萬,14.0萬km,58,https://auto.8891.com.tw/usedauto-infos-3455014.html?display__sale_code=&flow_id=9dcb3ac8-440c-4eda-a66d-e7e637c621b5,https://p1.8891.com.tw/2023/03/29/1680090832885027_440_330.jpg
2012,新北市,Lexus ES,2.5L,55.8萬,9.2萬km,380,https://auto.8891.com.tw/usedauto-infos-3411531.html?display__sale_code=&flow_id=849ce485-ff7f-46f4-a939-6211e4b49e12,https://p1.8891.com.tw/2022/11/30/1669799916012295_440_330.jpg
2012,新北市,Lexus ES,2.5L,69.9萬,4.0萬km,208,https://auto.8891.com.tw/usedauto-infos-3439298.html?display__sale_code=9005011&flow_id=5a499db9-d4ad-4590-ab15-93871f6e10ec,https://p2.8891.com.tw/2022/11/13/1668301049685892_440_330.jpg
2012,台中市,Lexus CT,1.8L,52.8萬,5.0萬km,569,https://auto.8891.com.tw/usedauto-infos-3403205.html?display__sale_code=&flow_id=862b3f8e-7c9c-4afd-831f-9dd72460334d,https://p1.8891.com.tw/2023/02/08/1675855378658129_440_330.jpg
2012,桃園市,Lexus RX,2.7L,70.8萬,12.0萬km,64,https://auto.8891.com.tw/usedauto-infos-3403061.html?display__sale_code=&flow_id=420f5be9-4ea9-4e13-9e01-23ccdd91379f,https://p2.8891.com.tw/2022/07/18/1658124702011216_440_330.jpg
2012,高雄市,Lexus RX,2.7L,63.8萬,14.0萬km,123,https://auto.8891.com.tw/usedauto-infos-3438710.html?display__sale_code=&flow_id=ccb84f26-3c6e-4ea2-a17c-23dc56806dd6,https://p2.8891.com.tw/2023/03/14/1678766330476498_440_330.jpg
2012,桃園市,Lexus ES,2.5L,43萬,17.0萬km,50,https://auto.8891.com.tw/usedauto-infos-3451464.html?display__sale_code=&flow_id=911aed42-9c09-4908-8715-3fb3a7494445,https://p1.8891.com.tw/2023/03/26/1679799132025895_440_330.jpg
2012,台南市,Lexus CT,1.8L,63.8萬,10.5萬km,149,https://auto.8891.com.tw/usedauto-infos-3441630.html?display__sale_code=&flow_id=2b6e0635-e2e6-4f7a-a8d2-7da7dc631e65,https://p1.8891.com.tw/2023/02/12/1676184713122349_440_330.jpg
2012,新北市,Lexus IS,2.5L,52.8萬,12.8萬km,709,https://auto.8891.com.tw/usedauto-infos-3437142.html?display__sale_code=9005011&flow_id=a83d3f2b-d7cf-47f6-becf-23f7b6d817d3,https://p1.8891.com.tw/2023/02/13/1676280743737951_440_330.jpg
2012,新竹縣,Lexus CT,1.8L,20萬,4.0萬km,694,https://auto.8891.com.tw/usedauto-infos-3430810.html?display__sale_code=&flow_id=c4f0aec7-06b7-45e4-b09c-f04e3cd3ab28,https://p1.8891.com.tw/2022/04/09/1649490240682281_440_330.jpg
2012,高雄市,Lexus RX,3.5L,62.5萬,16.8萬km,77,https://auto.8891.com.tw/usedauto-infos-3437992.html?display__sale_code=&flow_id=4766f3b8-2331-4372-9bcf-e4b8dc0d088e,https://p2.8891.com.tw/2023/03/13/1678697204004134_440_330.jpg
2012,桃園市,Lexus CT,1.8L,49萬,15.5萬km,57,https://auto.8891.com.tw/usedauto-infos-3450867.html?display__sale_code=9005011&flow_id=fa409eca-f13e-46ab-b0a0-06ffd0ece5ec,https://p1.8891.com.tw/2023/03/25/1/1679724385050717_440_330.jpg
2012,新北市,Lexus RX,3.5L,18.8萬,12.0萬km,186,https://auto.8891.com.tw/usedauto-infos-3441791.html?display__sale_code=&flow_id=79c58095-2807-49ef-ae1c-8d5894ad8da7,https://p2.8891.com.tw/2023/03/16/1678951595789458_440_330.jpg
2012,嘉義縣,Lexus RX,3.5L,56.8萬,16.0萬km,146,https://auto.8891.com.tw/usedauto-infos-3444561.html?display__sale_code=&flow_id=61d96316-ad6d-4655-9582-59305337ac3c,https://p1.8891.com.tw/2023/03/19/1679201011731451_440_330.jpg
2012,新北市,Lexus ES,2.5L,69.9萬,4.0萬km,56,https://auto.8891.com.tw/usedauto-infos-3454269.html?display__sale_code=&flow_id=9ca53f59-d48e-4d16-8cc8-8238c31c8ab3,https://p2.8891.com.tw/2022/11/26/1669429143960304_440_330.jpg
2012,高雄市,Lexus CT,1.8L,39萬,14.0萬km,307,https://auto.8891.com.tw/usedauto-infos-3425944.html?display__sale_code=&flow_id=698a7883-aa94-495a-8cf1-e1c516b0a3d0,https://p1.8891.com.tw/2023/03/02/1677770771054577_440_330.jpg
2012,台中市,Lexus RX,2.7L,58.8萬,11.0萬km,452,https://auto.8891.com.tw/usedauto-infos-3439525.html?display__sale_code=3012001&flow_id=b0758685-e46a-4b8b-8036-3ea92038d998,https://p1.8891.com.tw/2023/03/14/1678792798991847_440_330.jpg
2012,台中市,Lexus RX,3.5L,53萬,17.0萬km,363,https://auto.8891.com.tw/usedauto-infos-3426479.html?display__sale_code=&flow_id=87673ba1-6e5d-432e-8dd1-8220b0e8efba,https://p1.8891.com.tw/2017/04/03/5/1491191647734677_440_330.jpg
2012,高雄市,Lexus RX,2.7L,59.8萬,19.1萬km,615,https://auto.8891.com.tw/usedauto-infos-3430115.html?display__sale_code=&flow_id=29241a4c-038c-4775-83ef-dbb49fe0f9a1,https://p2.8891.com.tw/2022/09/03/1662203365701416_440_330.jpg
2012,新北市,Lexus CT,1.8L,59.9萬,10.0萬km,40,https://auto.8891.com.tw/usedauto-infos-3434101.html?display__sale_code=&flow_id=da5855e2-566b-42f9-bd60-1dfde3b751f6,https://p2.8891.com.tw/2023/03/09/1678359618756082_440_330.jpg
2012,新北市,Lexus CT,1.8L,59.9萬,10.0萬km,23,https://auto.8891.com.tw/usedauto-infos-3434096.html?display__sale_code=&flow_id=6417d701-fc94-4f71-9dbf-a352d9a505c0,https://p1.8891.com.tw/2023/03/09/1678359368728615_440_330.jpg
2012,新北市,Lexus CT,1.8L,59.9萬,10.0萬km,70,https://auto.8891.com.tw/usedauto-infos-3434102.html?display__sale_code=&flow_id=a9383034-5637-4534-b1ab-3893b11b533b,https://p1.8891.com.tw/2023/03/09/1678359737512223_440_330.jpg
2012,新北市,Lexus CT,1.8L,59.9萬,10.0萬km,27,https://auto.8891.com.tw/usedauto-infos-3434092.html?display__sale_code=&flow_id=5106ee1c-6522-4cbb-a32e-2df09229b2d3,https://p1.8891.com.tw/2023/03/09/1678359241756743_440_330.jpg
2012,桃園市,Lexus RX,3.5L,63.8萬,12.0萬km,2027,https://auto.8891.com.tw/usedauto-infos-3288223.html?display__sale_code=&flow_id=4024e25e-fbb6-41e4-9200-5e75adc40056,https://p2.8891.com.tw/2022/10/18/1666088524424514_440_330.jpg
2012,彰化縣,Lexus RX,2.7L,64.8萬,14.4萬km,267,https://auto.8891.com.tw/usedauto-infos-3431848.html?display__sale_code=&flow_id=623813c5-3536-4be3-96a3-b6154599ba96,https://p1.8891.com.tw/2023/03/08/1678242975983331_440_330.jpg
2012,新北市,Lexus CT,1.8L,59.9萬,10.0萬km,33,https://auto.8891.com.tw/usedauto-infos-3434075.html?display__sale_code=&flow_id=84dcfc93-062f-48de-b5a8-b9cb9907e6ef,https://p1.8891.com.tw/2023/03/09/1678359005933063_440_330.jpg
2012,新北市,Lexus ES,3.5L,15萬,12.0萬km,210,https://auto.8891.com.tw/usedauto-infos-3437509.html?display__sale_code=&flow_id=a90d4512-4f41-402c-ad64-e2184cc77261,https://p2.8891.com.tw/2022/01/04/1641272002684710_440_330.jpg
2013,桃園市,Lexus RX,3.5L,67.8萬,14.0萬km,71,https://auto.8891.com.tw/usedauto-infos-3439544.html?display__sale_code=&flow_id=bd5059a2-af53-4833-9795-7ecc08265f37,https://p2.8891.com.tw/2023/01/12/1673494236954684_440_330.jpg
2013,彰化縣,Lexus ES,3.5L,39.8萬,21.0萬km,118,https://auto.8891.com.tw/usedauto-infos-3427725.html?display__sale_code=&flow_id=62eab56c-3ded-4a09-b19d-112f481064bd,https://p1.8891.com.tw/2023/03/04/1677905557163839_440_330.jpg
2013,台中市,Lexus ES,2.5L,42.8萬,27.0萬km,1351,https://auto.8891.com.tw/usedauto-infos-3396050.html?display__sale_code=&flow_id=8e5f93d8-86b8-44d5-a91e-e6ca48c1a469,https://p1.8891.com.tw/2022/04/04/1649049364283401_440_330.jpg
2013,桃園市,Lexus IS,2.5L,75.8萬,12.0萬km,117,https://auto.8891.com.tw/usedauto-infos-3437641.html?display__sale_code=&flow_id=81b8759a-94d0-49af-8b05-a69932248604,https://p2.8891.com.tw/2023/03/25/1679723954803812_440_330.jpg
2013,桃園市,Lexus CT,1.8L,64.8萬,6.4萬km,51,https://auto.8891.com.tw/usedauto-infos-3439255.html?display__sale_code=&flow_id=60062af7-1fb9-44ea-b9c2-32056b5a2f4a,https://p2.8891.com.tw/2023/03/14/1678784008315788_440_330.jpg
2013,桃園市,Lexus RX,3.5L,58萬,10.0萬km,926,https://auto.8891.com.tw/usedauto-infos-3399286.html?display__sale_code=&flow_id=f07e53ce-ca31-41af-be3c-64834274bd5e,https://p1.8891.com.tw/2022/08/01/7/1659347396145205_440_330.jpg
2013,高雄市,Lexus IS,2.5L,73.8萬,14.7萬km,242,https://auto.8891.com.tw/usedauto-infos-3450592.html?display__sale_code=&flow_id=d9ca14eb-be4d-4e24-8a60-7fb6505ea31c,https://p2.8891.com.tw/2023/02/23/1677135782202792_440_330.jpg
2013,新北市,Lexus ES,2.5L,41.8萬,11.2萬km,168,https://auto.8891.com.tw/usedauto-infos-3450584.html?display__sale_code=&flow_id=624b1bb7-309c-40e8-a58c-241cb6b98ec2,https://p2.8891.com.tw/2023/03/25/1679709976382742_440_330.jpg
2013,桃園市,Lexus IS,2.5L,85萬,12.0萬km,47,https://auto.8891.com.tw/usedauto-infos-3438894.html?display__sale_code=&flow_id=2193a83e-0e90-476d-ac8f-c5291ad134d5,https://p1.8891.com.tw/2023/03/14/1678772981171599_440_330.jpg
2013,桃園市,Lexus ISF,2.5L,80.8萬,10.0萬km,369,https://auto.8891.com.tw/usedauto-infos-3435125.html?display__sale_code=&flow_id=54273ffd-9d51-48dc-89bd-3151a709e49e,https://p2.8891.com.tw/2023/03/15/1678883273966460_440_330.jpg
2013,台南市,Lexus IS,2.5L,44萬,14.0萬km,171,https://auto.8891.com.tw/usedauto-infos-3449833.html?display__sale_code=&flow_id=09f04393-d064-4509-816a-9456dea1e214,https://p1.8891.com.tw/2023/03/24/1679637279426561_440_330.jpg
2013,新北市,Lexus ES,2.5L,68.8萬,9.8萬km,551,https://auto.8891.com.tw/usedauto-infos-3437530.html?display__sale_code=&flow_id=ec7d1129-dd55-4e42-adf1-c5d093cae823,https://p2.8891.com.tw/2023/03/13/1678683648941830_440_330.jpg
2013,新北市,Lexus ES,2.5L,64.8萬,12.0萬km,617,https://auto.8891.com.tw/usedauto-infos-3366239.html?display__sale_code=&flow_id=537d2724-abbb-4ad5-bfa5-0d94d20c6cbb,https://p1.8891.com.tw/2022/12/29/1672312587356699_440_330.jpg
2013,新北市,Lexus RX,3.5L,66萬,10.0萬km,216,https://auto.8891.com.tw/usedauto-infos-3437518.html?display__sale_code=&flow_id=17e9ba5d-2508-4145-9b22-dd1159f83641,https://p1.8891.com.tw/2023/03/13/1678683150328177_440_330.jpg
2013,台中市,Lexus RX,2.7L,59萬,19.0萬km,39,https://auto.8891.com.tw/usedauto-infos-3451826.html?display__sale_code=&flow_id=677c19c0-f3a5-4059-a87f-6af19be755ff,https://p1.8891.com.tw/2023/03/26/1679826575167679_440_330.jpg
2013,桃園市,Lexus RX,2.7L,75.8萬,10.0萬km,49,https://auto.8891.com.tw/usedauto-infos-3450664.html?display__sale_code=&flow_id=b0da8df7-17ab-4d57-a56c-cdcac840d379,https://p1.8891.com.tw/2023/03/25/1679715043973217_440_330.jpg
2013,新北市,Lexus RX,3.5L,66萬,12.0萬km,199,https://auto.8891.com.tw/usedauto-infos-3438126.html?display__sale_code=&flow_id=a3294b96-5686-411c-aa2e-e9295e15180f,https://p1.8891.com.tw/2023/03/13/1678701215473999_440_330.jpg
2013,新北市,Lexus RX,3.5L,66萬,10.0萬km,109,https://auto.8891.com.tw/usedauto-infos-3437479.html?display__sale_code=&flow_id=7e1da2f4-c021-491d-b43b-3783ab892389,https://p1.8891.com.tw/2023/03/13/1678681672393623_440_330.jpg
2013,台南市,Lexus RX,3.5L,47萬,21.0萬km,846,https://auto.8891.com.tw/usedauto-infos-3403932.html?display__sale_code=&flow_id=9f1d2c66-c557-4cc2-bec5-1fb99b989c6e,https://p2.8891.com.tw/2023/02/09/1675924285177656_440_330.jpg
2013,嘉義市,Lexus IS,2.5L,47.5萬,8.2萬km,358,https://auto.8891.com.tw/usedauto-infos-3410863.html?display__sale_code=&flow_id=4b69683d-850b-4b2b-8b8a-b546a65e9748,https://p2.8891.com.tw/2023/02/15/1676454786384444_440_330.jpg
2013,桃園市,Lexus CT,1.8L,55.8萬,15.3萬km,19,https://auto.8891.com.tw/usedauto-infos-3457372.html?display__sale_code=&flow_id=29966b4f-97cc-48ee-961d-7da408ef9977,https://p1.8891.com.tw/2023/04/01/1680320198907901_440_330.jpg
2013,桃園市,Lexus ES,2.5L,62.2萬,10.0萬km,210,https://auto.8891.com.tw/usedauto-infos-3414286.html?display__sale_code=&flow_id=6f8b530c-a98e-4445-89f2-f04acf665128,https://p2.8891.com.tw/2023/02/18/1676714029894152_440_330.jpg
2013,台南市,Lexus RX,2.7L,72.8萬,12.3萬km,59,https://auto.8891.com.tw/usedauto-infos-3446669.html?display__sale_code=&flow_id=c061a180-0a07-4b77-917b-a0db7f6c79ff,https://p1.8891.com.tw/2022/10/14/1665724669690631_440_330.jpg
2013,台北市,Lexus RX,2.7L,76.8萬,8.0萬km,1169,https://auto.8891.com.tw/usedauto-infos-3359962.html?display__sale_code=9005012&flow_id=3c2df9b5-57f4-45cf-84f0-b427b5aaa2b7,https://p2.8891.com.tw/2022/12/23/0/1671773782481226_440_330.jpg
2013,台北市,Lexus RX,3.5L,69萬,24.0萬km,68,https://auto.8891.com.tw/usedauto-infos-3446793.html?display__sale_code=&flow_id=df641b4c-9c11-4782-8447-7fb9a2accfaa,https://p2.8891.com.tw/2023/03/21/0/1679379473513184_440_330.jpg
2013,桃園市,Lexus CT,1.8L,35萬,12.0萬km,589,https://auto.8891.com.tw/usedauto-infos-3415304.html?display__sale_code=&flow_id=573e2021-9482-4219-ba72-3a0b67da778f,https://p2.8891.com.tw/2022/02/06/1644113437994352_440_330.jpg
2013,桃園市,Lexus IS,2.5L,74萬,15.3萬km,236,https://auto.8891.com.tw/usedauto-infos-3402039.html?display__sale_code=&flow_id=388d39d4-06d1-46e9-8cc6-d089c77aabf7,https://p2.8891.com.tw/2023/02/07/1675770292049654_440_330.jpg
2013,桃園市,Lexus CT,1.8L,36.6萬,17.0萬km,42,https://auto.8891.com.tw/usedauto-infos-3454672.html?display__sale_code=&flow_id=42c0af1e-77d6-4c45-b31a-a9887aa82fb0,https://p1.8891.com.tw/2023/03/29/1680076524576639_440_330.jpg
2013,新北市,Lexus ES,2.5L,64.8萬,12.0萬km,489,https://auto.8891.com.tw/usedauto-infos-3338503.html?display__sale_code=&flow_id=37dcc778-f06d-4378-a8a8-f2340bc0b192,https://p2.8891.com.tw/2022/12/03/1670076536954162_440_330.jpg
2013,桃園市,Lexus ES,2.5L,62.8萬,16.5萬km,268,https://auto.8891.com.tw/usedauto-infos-3349339.html?display__sale_code=&flow_id=75ab7d76-2ec0-48e2-8606-6f21fca14635,https://p1.8891.com.tw/2022/10/12/1665552228985633_440_330.jpg
2013,雲林縣,Lexus IS,2.5L,75.8萬,9.9萬km,544,https://auto.8891.com.tw/usedauto-infos-3350733.html?display__sale_code=&flow_id=0ad309d1-1662-405f-aad0-811a31827de6,https://p1.8891.com.tw/2022/12/14/1671010398033823_440_330.jpg
2013,桃園市,Lexus ES,3.5L,32萬,12.0萬km,310,https://auto.8891.com.tw/usedauto-infos-3433723.html?display__sale_code=9005011&flow_id=24abff63-5db3-450b-8333-28fdec8d754d,https://p1.8891.com.tw/2023/03/09/1678348551745547_440_330.jpg
2013,台中市,Lexus IS,2.5L,86萬,10.0萬km,63,https://auto.8891.com.tw/usedauto-infos-3447258.html?display__sale_code=&flow_id=a8bfe7d8-36c4-43e9-81e8-ef6bd2634355,https://p2.8891.com.tw/2023/03/21/1679395651466328_440_330.jpg
2013,新北市,Lexus IS,2.5L,48萬,2.0萬km,217,https://auto.8891.com.tw/usedauto-infos-3437505.html?display__sale_code=&flow_id=c9cd853f-2549-4891-a912-13d07bf46000,https://p2.8891.com.tw/2023/01/11/1673417186975546_440_330.jpg
2013,桃園市,Lexus IS,2.5L,69萬,14.0萬km,53,https://auto.8891.com.tw/usedauto-infos-3440448.html?display__sale_code=&flow_id=7181b14a-0d19-48ae-a81b-fa40d7389711,https://p2.8891.com.tw/2023/02/07/1675753733515140_440_330.jpg
2013,桃園市,Lexus CT,1.8L,83.8萬,12.0萬km,343,https://auto.8891.com.tw/usedauto-infos-3433729.html?display__sale_code=9005011&flow_id=82478c38-76f2-4cff-afb1-494485e8a747,https://p2.8891.com.tw/2023/03/09/1678348628461692_440_330.jpg
2013,新北市,Lexus IS,2.5L,79.8萬,9.0萬km,738,https://auto.8891.com.tw/usedauto-infos-3333930.html?display__sale_code=&flow_id=86a82715-5202-4683-ac62-23d2c37067bf,https://p2.8891.com.tw/2022/11/30/1669780848948502_440_330.jpg
2013,桃園市,Lexus ES,2.5L,66萬,12.0萬km,150,https://auto.8891.com.tw/usedauto-infos-3447750.html?display__sale_code=&flow_id=24b9e0fe-e05b-412d-87da-3e4a625da076,https://p2.8891.com.tw/2020/09/08/1599556755091232_440_330.jpg
2013,台北市,Lexus RX,3.5L,75.8萬,8.0萬km,913,https://auto.8891.com.tw/usedauto-infos-3414177.html?display__sale_code=9005012&flow_id=915a4d61-f673-4dbc-b3ba-2624e23422eb,https://p2.8891.com.tw/2022/09/29/1664447526951068_440_330.jpg
2013,新北市,Lexus IS,2.5L,79.8萬,9.0萬km,82,https://auto.8891.com.tw/usedauto-infos-3387123.html?display__sale_code=&flow_id=92133f94-4c52-475c-931a-a9b22c451316,https://p2.8891.com.tw/2023/01/20/1674182235932404_440_330.jpg
2013,新北市,Lexus CT,1.8L,28萬,6.0萬km,1376,https://auto.8891.com.tw/usedauto-infos-3377594.html?display__sale_code=&flow_id=570a7ed0-1443-4944-80ca-6df6696e18f9,https://p2.8891.com.tw/2023/01/09/1673259689627628_440_330.jpg
2013,台北市,Lexus RX,2.7L,69.8萬,12.9萬km,960,https://auto.8891.com.tw/usedauto-infos-3426922.html?display__sale_code=9005012&flow_id=a461277e-a0c6-47a2-ba46-98be20b4c450,https://p1.8891.com.tw/2023/03/03/1677839973952837_440_330.jpg
2013,台中市,Lexus IS,2.5L,79.9萬,18.0萬km,201,https://auto.8891.com.tw/usedauto-infos-3433728.html?display__sale_code=9005015&flow_id=97c2699b-2c80-47ea-8048-0fe7cbe196e7,https://p2.8891.com.tw/2022/09/29/1664452645020646_440_330.jpg
2013,新北市,Lexus ES,2.5L,64.8萬,12.0萬km,434,https://auto.8891.com.tw/usedauto-infos-3373635.html?display__sale_code=9005011&flow_id=5ac686f3-c5a6-4d9e-acb2-8370b3dad32f,https://p1.8891.com.tw/2022/12/02/1669977334773635_440_330.jpg
2013,嘉義縣,Lexus LS,4.6L,46.8萬,12.0萬km,432,https://auto.8891.com.tw/usedauto-infos-3444557.html?display__sale_code=&flow_id=0bbbd476-69b4-4315-ac59-5f8f7a3409ca,https://p1.8891.com.tw/2023/03/19/1679200261696881_440_330.jpg
2013,桃園市,Lexus CT,1.8L,36.8萬,17.0萬km,215311,https://auto.8891.com.tw/usedauto-infos-3434737.html?display__sale_code=9005011&flow_id=5119b142-c3f7-4d97-8bcc-4b003ac204f1,https://p1.8891.com.tw/2023/03/29/1680059142674863_440_330.jpg
2013,台中市,Lexus IS,2.5L,88.8萬,10.0萬km,218,https://auto.8891.com.tw/usedauto-infos-3442050.html?display__sale_code=9005011&flow_id=881e4802-0e84-438d-8cb2-2fdb912f8e93,https://p1.8891.com.tw/2023/03/16/1678960248618557_440_330.jpg
2013,桃園市,Lexus IS,2.5L,85.8萬,11.0萬km,235,https://auto.8891.com.tw/usedauto-infos-3435088.html?display__sale_code=&flow_id=7647b635-0528-40b7-854e-b4452c9c7a69,https://p2.8891.com.tw/2023/03/10/1678438152995260_440_330.jpg
2013,新北市,Lexus IS,2.5L,79.8萬,9.4萬km,108,https://auto.8891.com.tw/usedauto-infos-3410144.html?display__sale_code=&flow_id=50fcb0f3-01ec-4eb9-8c74-96da1dd348ef,https://p1.8891.com.tw/2023/03/03/1677815034795751_440_330.jpg
2013,桃園市,Lexus IS,2.5L,78.8萬,8.8萬km,687,https://auto.8891.com.tw/usedauto-infos-3438734.html?display__sale_code=&flow_id=a4a8607f-656e-4ebb-96ba-298072bd5355,https://p1.8891.com.tw/2023/03/14/1678767963834757_440_330.jpg
2013,新北市,Lexus IS,2.5L,36.8萬,9.0萬km,13,https://auto.8891.com.tw/usedauto-infos-3458086.html?display__sale_code=&flow_id=34640460-bdad-4a42-bc2d-a56b7845e61f,https://p2.8891.com.tw/2023/04/01/1680348145405906_440_330.jpg
2013,桃園市,Lexus CT,1.8L,50萬,7.0萬km,39,https://auto.8891.com.tw/usedauto-infos-3455214.html?display__sale_code=&flow_id=a03fa081-26fb-4c06-a0f7-20b7523a60c9,https://p2.8891.com.tw/2021/07/13/1626140457668446_440_330.jpg
2013,高雄市,Lexus RX,2.7L,78.5萬,12.0萬km,482,https://auto.8891.com.tw/usedauto-infos-3408893.html?display__sale_code=&flow_id=e48dc352-1774-460a-96dc-77e6ff224d04,https://p1.8891.com.tw/2022/05/11/1652211689665019_440_330.jpg
2013,新北市,Lexus ES,2.5L,60萬,20.0萬km,460,https://auto.8891.com.tw/usedauto-infos-3409092.html?display__sale_code=&flow_id=8873bc71-c5a9-419a-b65a-376da6dbe8bc,https://p2.8891.com.tw/2021/10/13/1634109418220058_440_330.jpg
