年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
2008,台中市,Honda CR-V,2.4L,23.8萬,22.7萬km,27,https://auto.8891.com.tw/usedauto-infos-3452744.html?display__sale_code=&flow_id=6bd6be74-50eb-48dc-aa11-69ed07f6ade1,https://p1.8891.com.tw/2023/03/27/1679908806214515_440_330.jpg
2008,新北市,Honda CR-V,2.0L,20萬,28.0萬km,95,https://auto.8891.com.tw/usedauto-infos-3430312.html?display__sale_code=&flow_id=afa59d68-c052-4812-a979-b841d6750ba6,https://p2.8891.com.tw/2022/11/30/1669804727355576_440_330.jpg
2008,桃園市,Honda Civic K12,1.8L,15萬,16.0萬km,40,https://auto.8891.com.tw/usedauto-infos-3444474.html?display__sale_code=&flow_id=ea15b936-034e-4bd1-8333-2b4cca4feda9,https://p2.8891.com.tw/2023/01/17/1673943074093462_440_330.jpg
2008,新北市,Honda CR-V,2.0L,15.8萬,15.5萬km,86,https://auto.8891.com.tw/usedauto-infos-3452870.html?display__sale_code=&flow_id=15fe18f0-806b-4c9a-9b67-d9b2529bba01,https://p1.8891.com.tw/2022/09/04/1662295145698829_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,8.8萬,9.0萬km,51,https://auto.8891.com.tw/usedauto-infos-3431687.html?display__sale_code=&flow_id=e6eac538-51a0-4587-a4b8-443e74691a35,https://p2.8891.com.tw/2023/03/07/1678200813347896_440_330.jpg
2009,台北市,Honda Civic K8,1.8L,23.8萬,13.0萬km,905,https://auto.8891.com.tw/usedauto-infos-3324473.html?display__sale_code=&flow_id=1629627c-ef40-4b07-b4d5-52cad5d9e631,https://p1.8891.com.tw/2022/09/19/1663563563285637_440_330.jpg
2009,新北市,Honda Civic,1.8L,19.8萬,16.0萬km,204,https://auto.8891.com.tw/usedauto-infos-3431671.html?display__sale_code=9005003&flow_id=7ef9582b-7b61-4777-ad83-052c7f1f3be1,https://p2.8891.com.tw/2023/03/07/1678198881706568_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,16.8萬,15.0萬km,69,https://auto.8891.com.tw/usedauto-infos-3417061.html?display__sale_code=&flow_id=4b98f6be-f3ce-4c08-8131-8cb813f9985e,https://p2.8891.com.tw/2023/02/21/1676978563598358_440_330.jpg
2009,桃園市,Honda Fit,1.5L,19.8萬,25.8萬km,19,https://auto.8891.com.tw/usedauto-infos-3455274.html?display__sale_code=&flow_id=cddbb70a-a6ad-46cc-bbed-33bb75185ffa,https://p2.8891.com.tw/2023/03/30/1680148419205742_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,8.1萬,11.0萬km,48,https://auto.8891.com.tw/usedauto-infos-3432052.html?display__sale_code=&flow_id=55b83a81-8ad9-43d3-9e0b-c44c261233ec,https://p1.8891.com.tw/2023/03/08/1678248992490629_440_330.jpg
2009,高雄市,Honda Civic K12,1.8L,28.8萬,18.0萬km,456,https://auto.8891.com.tw/usedauto-infos-3319911.html?display__sale_code=&flow_id=65d68cca-ad2f-4fff-a1d3-80c680bd0a19,https://p1.8891.com.tw/2022/09/14/1663139519485969_440_330.jpg
2009,新北市,Honda CR-V,2.0L,21.8萬,13.7萬km,118,https://auto.8891.com.tw/usedauto-infos-3419060.html?display__sale_code=&flow_id=62f24771-b4c3-4611-9b53-886680740155,https://p2.8891.com.tw/2019/12/05/2/1575544966246728_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,10萬,11.0萬km,55,https://auto.8891.com.tw/usedauto-infos-3432020.html?display__sale_code=&flow_id=8a1d7165-46a7-4958-8fe8-63bf5f6d4898,https://p1.8891.com.tw/2023/03/08/1678248075403769_440_330.jpg
2009,高雄市,Honda CR-V,2.0L,12萬,14.0萬km,177,https://auto.8891.com.tw/usedauto-infos-3438906.html?display__sale_code=&flow_id=710466d9-206b-4d3f-9cca-3e1d1bcc3b7b,https://p2.8891.com.tw/2023/03/14/1678773528617982_440_330.jpg
2009,新北市,Honda Civic K12,1.8L,25.8萬,16.0萬km,208,https://auto.8891.com.tw/usedauto-infos-3431611.html?display__sale_code=9005003&flow_id=e32aac9d-0d82-4ef0-a813-9f16549440d2,https://p2.8891.com.tw/2023/03/07/1678193052867556_440_330.jpg
2009,屏東縣,Honda Civic K12,1.8L,23.8萬,11.0萬km,21,https://auto.8891.com.tw/usedauto-infos-3456838.html?display__sale_code=&flow_id=b158b67a-e318-42db-bfcc-e727f432860e,https://p1.8891.com.tw/2023/03/31/4/1680254550066821_440_330.jpg
2009,新北市,Honda Fit,1.5L,13.8萬,12.7萬km,151,https://auto.8891.com.tw/usedauto-infos-3428083.html?display__sale_code=&flow_id=97ec3379-a8dc-464c-90e6-c678ef01338c,https://p1.8891.com.tw/2023/01/03/1672729667890553_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,26.8萬,26.0萬km,228,https://auto.8891.com.tw/usedauto-infos-3383052.html?display__sale_code=&flow_id=8d8a6efe-8fbf-4177-b9a7-a83c2f67e1ad,https://p2.8891.com.tw/2023/02/10/1676003793450214_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,6.8萬,11.0萬km,365,https://auto.8891.com.tw/usedauto-infos-3425051.html?display__sale_code=&flow_id=29d6d638-25df-4148-9ee1-bf16766550ec,https://p2.8891.com.tw/2021/04/14/1618369947015344_440_330.jpg
2009,台中市,Honda Fit,1.5L,25.8萬,21.0萬km,111,https://auto.8891.com.tw/usedauto-infos-3407516.html?display__sale_code=&flow_id=a8145f19-1641-4ed6-9863-f6ddff9cc93b,https://p2.8891.com.tw/2023/02/12/1676199455471746_440_330.jpg
2009,台北市,Honda CR-V,2.0L,29.8萬,15.0萬km,78,https://auto.8891.com.tw/usedauto-infos-3428829.html?display__sale_code=&flow_id=54310cce-d43b-401e-a8de-865f41f12997,https://p1.8891.com.tw/2023/01/03/1672742284027159_440_330.jpg
2009,新北市,Honda Fit,1.5L,18萬,16.0萬km,61,https://auto.8891.com.tw/usedauto-infos-3450228.html?display__sale_code=9005002&flow_id=bbb68411-9f33-4584-87a1-b13573b72078,https://p2.8891.com.tw/2023/03/24/1679652781841926_440_330.jpg
2009,台中市,Honda CR-V,2.0L,12萬,14.0萬km,353,https://auto.8891.com.tw/usedauto-infos-3417635.html?display__sale_code=&flow_id=54b8341e-93bc-402e-aa52-4a567b2b06ee,https://p1.8891.com.tw/2023/02/22/1677048905620675_440_330.jpg
2009,桃園市,Honda Fit,1.5L,23萬,21.0萬km,644,https://auto.8891.com.tw/usedauto-infos-3292723.html?display__sale_code=&flow_id=6c888671-7f9c-4917-91e3-0f1a3b2d1a60,https://p1.8891.com.tw/2022/10/22/1666430251802821_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,12萬,13.0萬km,32,https://auto.8891.com.tw/usedauto-infos-3435715.html?display__sale_code=&flow_id=be652937-c1d3-462a-a73b-47d5bebfff36,https://p1.8891.com.tw/2023/03/11/1678507098654773_440_330.jpg
2009,桃園市,Honda Fit,1.5L,21.5萬,22.9萬km,61,https://auto.8891.com.tw/usedauto-infos-3452179.html?display__sale_code=&flow_id=613a2cfc-283e-4cb6-a186-3355e9598491,https://p1.8891.com.tw/2023/03/18/1679126179485281_440_330.jpg
2009,台中市,Honda CR-V,2.0L,8萬,14.0萬km,555,https://auto.8891.com.tw/usedauto-infos-3417561.html?display__sale_code=&flow_id=13ed7966-d916-4be6-a849-3098dd4d35db,https://p2.8891.com.tw/2023/02/22/1677046709815536_440_330.jpg
2009,桃園市,Honda CR-V,2.0L,25.9萬,14.0萬km,1464,https://auto.8891.com.tw/usedauto-infos-3385380.html?display__sale_code=9005001&flow_id=6e3f7050-d52b-4c98-963e-0f72a69b2fa2,https://p2.8891.com.tw/2023/01/17/1673942713208946_440_330.jpg
2009,新北市,Honda CR-V,2.0L,25.8萬,16.0萬km,2427,https://auto.8891.com.tw/usedauto-infos-3283925.html?display__sale_code=&flow_id=02871e67-a866-45d2-9bde-c4420e0ef1e6,https://p2.8891.com.tw/2022/08/06/1659763096295796_440_330.jpg
2009,高雄市,Honda Civic K12,1.8L,27.8萬,7.0萬km,81,https://auto.8891.com.tw/usedauto-infos-3417485.html?display__sale_code=&flow_id=ae80249f-6677-404f-a838-2a17f1f765e8,https://p2.8891.com.tw/2022/12/24/1671848952933294_440_330.jpg
2009,新北市,Honda Fit,1.5L,10萬,12.0萬km,532,https://auto.8891.com.tw/usedauto-infos-3411716.html?display__sale_code=&flow_id=ab53ab37-6f4a-47e1-a7db-645697e9dda6,https://p2.8891.com.tw/2022/07/09/1657346805711386_440_330.jpg
2009,新北市,Honda CR-V,2.4L,19.8萬,13.7萬km,265,https://auto.8891.com.tw/usedauto-infos-3422515.html?display__sale_code=&flow_id=0a509252-26e9-41ea-a047-401cb2cd6096,https://p1.8891.com.tw/2023/02/28/1677554472521609_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,16萬,19.0萬km,23,https://auto.8891.com.tw/usedauto-infos-3430261.html?display__sale_code=&flow_id=f73a2695-ae91-456f-a164-bf34f0bd50aa,https://p1.8891.com.tw/2022/09/08/1662610579613813_440_330.jpg
2009,桃園市,Honda Civic,1.8L,22.8萬,15.0萬km,59,https://auto.8891.com.tw/usedauto-infos-3439892.html?display__sale_code=&flow_id=96089a82-b161-46d4-9b99-3f13de67aeb3,https://p2.8891.com.tw/2023/03/15/1678849082513022_440_330.jpg
2009,彰化縣,Honda Civic,1.8L,23.8萬,16.0萬km,12,https://auto.8891.com.tw/usedauto-infos-3452645.html?display__sale_code=&flow_id=85e960a4-34ba-4124-b9e5-2225bf4c3e4a,https://p1.8891.com.tw/2023/03/27/1679905618836199_440_330.jpg
2009,高雄市,Honda Fit,1.5L,23.8萬,21.7萬km,34,https://auto.8891.com.tw/usedauto-infos-3452681.html?display__sale_code=&flow_id=26dd7fe2-c5b9-4e47-bd7f-2238085a9300,https://p1.8891.com.tw/2023/03/27/1679906389385493_440_330.jpg
2009,新北市,Honda Civic K12,1.8L,25萬,15.0萬km,46,https://auto.8891.com.tw/usedauto-infos-3449996.html?display__sale_code=9005002&flow_id=3bd78952-c43f-4912-a549-be5fec616848,https://p2.8891.com.tw/2023/03/24/1679643308516320_440_330.jpg
2009,桃園市,Honda Fit,1.5L,15.5萬,10.4萬km,114,https://auto.8891.com.tw/usedauto-infos-3427994.html?display__sale_code=&flow_id=57a01409-c123-4d0b-b966-d17703617833,https://p1.8891.com.tw/2023/01/03/1672724379941083_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,15.8萬,16.0萬km,144,https://auto.8891.com.tw/usedauto-infos-3434780.html?display__sale_code=&flow_id=793dfe63-dcc2-415c-bd95-24ca09f4168d,https://p2.8891.com.tw/2022/12/07/1670387506998154_440_330.jpg
2009,桃園市,Honda Fit,1.5L,16.8萬,12.0萬km,121,https://auto.8891.com.tw/usedauto-infos-3407543.html?display__sale_code=&flow_id=948d45a7-d166-4563-8675-6c29c399974c,https://p1.8891.com.tw/2022/09/09/1662697729294373_440_330.jpg
2009,新北市,Honda Fit,1.5L,13.8萬,9.0萬km,196,https://auto.8891.com.tw/usedauto-infos-3408215.html?display__sale_code=&flow_id=ae83f293-e1e4-464a-b858-ecffcddc9801,https://p2.8891.com.tw/2020/04/12/7/1586663776501444_440_330.jpg
2009,新北市,Honda Civic,1.8L,18.8萬,16.0萬km,152,https://auto.8891.com.tw/usedauto-infos-3414026.html?display__sale_code=&flow_id=22158c80-ef5e-44c5-9917-9cbf946693bf,https://p2.8891.com.tw/2020/10/20/1603184881489480_440_330.jpg
2009,高雄市,Honda Civic K12,1.8L,25.8萬,7.5萬km,85,https://auto.8891.com.tw/usedauto-infos-3408238.html?display__sale_code=&flow_id=61612772-74be-4de9-8a74-2b7a82bdf55d,https://p1.8891.com.tw/2023/02/13/2/1676269280692661_440_330.jpg
2009,高雄市,Honda Accord,2.0L,16.8萬,19.0萬km,375,https://auto.8891.com.tw/usedauto-infos-3422529.html?display__sale_code=&flow_id=bc952cd8-e6de-41a7-abb6-217d8de62a3e,https://p1.8891.com.tw/2022/12/28/1672211137176249_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,8萬,9.0萬km,105,https://auto.8891.com.tw/usedauto-infos-3431685.html?display__sale_code=&flow_id=9bb81230-1a44-48ef-83b1-e3171c435dd1,https://p2.8891.com.tw/2023/03/07/1678200449135436_440_330.jpg
2009,桃園市,Honda Civic,1.8L,25.8萬,16.0萬km,74,https://auto.8891.com.tw/usedauto-infos-3440606.html?display__sale_code=9005003&flow_id=94dbbbf0-6132-4ac2-a3f5-f4f05c7012ec,https://p1.8891.com.tw/2023/03/15/1678871628745993_440_330.jpg
2009,新北市,Honda Fit,1.5L,13.8萬,10.0萬km,433,https://auto.8891.com.tw/usedauto-infos-3414365.html?display__sale_code=9005003&flow_id=a2b378fa-b5b2-42c1-abe8-1f9490bbf7b5,https://p2.8891.com.tw/2023/02/18/1676719389517910_440_330.jpg
2009,台中市,Honda CR-V,2.4L,33.8萬,12.7萬km,125,https://auto.8891.com.tw/usedauto-infos-3447926.html?display__sale_code=&flow_id=2ce60af0-441b-4bdc-8848-458b503d3444,https://p1.8891.com.tw/2023/03/22/1679467838455563_440_330.jpg
2009,台中市,Honda Civic,1.8L,15.8萬,9.9萬km,244,https://auto.8891.com.tw/usedauto-infos-3399721.html?display__sale_code=&flow_id=5214b5b4-86ba-49c7-844c-6068c2df049d,https://p1.8891.com.tw/2023/02/06/1675654214283529_440_330.jpg
2009,新北市,Honda Accord,2.4L,23.8萬,15.0萬km,81,https://auto.8891.com.tw/usedauto-infos-3448117.html?display__sale_code=&flow_id=999bcd40-c6d6-4f3b-88a0-9038c6a9e446,https://p1.8891.com.tw/2023/01/20/1/1674201212355279_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,19.8萬,15.0萬km,67,https://auto.8891.com.tw/usedauto-infos-3420426.html?display__sale_code=&flow_id=fcbb8349-0abf-46cb-b64c-6901f96a882c,https://p2.8891.com.tw/2022/04/21/1650525175106460_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,12萬,18.0萬km,75,https://auto.8891.com.tw/usedauto-infos-3401596.html?display__sale_code=&flow_id=7fa96b16-4b7c-4e23-97cc-81e10415038d,https://p2.8891.com.tw/2023/02/07/1675753933587930_440_330.jpg
2009,桃園市,Honda Fit,1.5L,17.5萬,15.0萬km,73,https://auto.8891.com.tw/usedauto-infos-3412679.html?display__sale_code=&flow_id=62676cb9-fc69-4354-bbc6-f208e9e28ae4,https://p1.8891.com.tw/2022/07/27/1658901893884757_440_330.jpg
2009,桃園市,Honda CR-V,2.4L,19.7萬,15.0萬km,216,https://auto.8891.com.tw/usedauto-infos-3400074.html?display__sale_code=&flow_id=81690724-4c63-442c-9b1e-7abb91e0e912,https://p2.8891.com.tw/2023/02/06/1675662943136340_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,16.3萬,18.0萬km,65,https://auto.8891.com.tw/usedauto-infos-3427157.html?display__sale_code=&flow_id=afefc1b2-d632-45f7-a6ce-bb4dd0ad73c1,https://p1.8891.com.tw/2023/03/03/1677843393661681_440_330.jpg
2009,桃園市,Honda Accord,2.0L,19.8萬,19.0萬km,30,https://auto.8891.com.tw/usedauto-infos-3457788.html?display__sale_code=&flow_id=e7c06e0c-e17e-452a-af23-6adb7269fb12,https://p2.8891.com.tw/2023/04/01/1680336142615450_440_330.jpg
2009,台北市,Honda Civic K12,1.8L,24.8萬,11.0萬km,709,https://auto.8891.com.tw/usedauto-infos-3404552.html?display__sale_code=9005005&flow_id=4ed2ea66-ea01-4eec-afd9-7b196cc4c19d,https://p1.8891.com.tw/2023/02/09/1675941115094145_440_330.jpg
2009,台北市,Honda Civic,1.8L,24.8萬,11.0萬km,5,https://auto.8891.com.tw/usedauto-infos-3457563.html?display__sale_code=&flow_id=16b1ad60-cd53-4445-9930-91a706dbe664,https://p1.8891.com.tw/2022/11/04/1667547562058123_440_330.jpg
2009,新北市,Honda Civic K12,1.8L,8.8萬,13.0萬km,422,https://auto.8891.com.tw/usedauto-infos-3282026.html?display__sale_code=&flow_id=2aecacdc-44cb-4a54-a1b0-e517a5692b8f,https://p2.8891.com.tw/2022/06/22/1655872554336846_440_330.jpg
2009,台中市,Honda CR-V,2.4L,26.5萬,14.6萬km,46,https://auto.8891.com.tw/usedauto-infos-3458197.html?display__sale_code=&flow_id=9c831351-2b31-44c2-81f9-2b7a19a9d7e3,https://p1.8891.com.tw/2023/04/02/1680365709513989_440_330.jpg
2009,新北市,Honda Civic,1.8L,25.8萬,15.7萬km,22,https://auto.8891.com.tw/usedauto-infos-3454099.html?display__sale_code=9005001&flow_id=cbd34816-c622-4471-8638-bce8f95bc869,https://p1.8891.com.tw/2023/03/28/3/1680013265872735_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,30萬,12.0萬km,30,https://auto.8891.com.tw/usedauto-infos-3438957.html?display__sale_code=&flow_id=0adedb7a-d313-4537-9d02-f31743bea221,https://p1.8891.com.tw/2023/03/14/1678775450516659_440_330.jpg
2009,桃園市,Honda Fit,1.5L,15.8萬,10.0萬km,113,https://auto.8891.com.tw/usedauto-infos-3405635.html?display__sale_code=&flow_id=2ccfdc85-a4d3-4b70-ba39-3846f6b8b0ab,https://p2.8891.com.tw/2022/09/28/1664358570165998_440_330.jpg
2009,桃園市,Honda CR-V,2.0L,28.8萬,10.8萬km,86,https://auto.8891.com.tw/usedauto-infos-3425858.html?display__sale_code=&flow_id=a84846c3-959b-4479-aaa4-c961d5ad14bb,https://p2.8891.com.tw/2023/03/02/3/1677761052811848_440_330.jpg
2009,桃園市,Honda Fit,1.5L,21.8萬,13.0萬km,91,https://auto.8891.com.tw/usedauto-infos-3443744.html?display__sale_code=&flow_id=8dc88d16-a053-4751-ab75-260806be9a78,https://p1.8891.com.tw/2023/02/14/1676367269261883_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,15萬,20.0萬km,48,https://auto.8891.com.tw/usedauto-infos-3447852.html?display__sale_code=&flow_id=2909c18c-ceff-4dcb-825b-3e6a72a1e541,https://p1.8891.com.tw/2022/12/15/1671083807742991_440_330.jpg
2009,桃園市,Honda Civic,1.8L,6.8萬,22.0萬km,136,https://auto.8891.com.tw/usedauto-infos-3436551.html?display__sale_code=&flow_id=5fedd649-cb74-4d4e-8baf-7a66209120e8,https://p1.8891.com.tw/2021/08/24/1629782064598603_440_330.jpg
2009,高雄市,Honda Fit,1.5L,25.8萬,15.0萬km,385,https://auto.8891.com.tw/usedauto-infos-3431545.html?display__sale_code=9005002&flow_id=723e942f-6616-4582-bf6d-b5c049b868ec,https://p1.8891.com.tw/2023/03/07/8/1678188508468241_440_330.jpg
2009,桃園市,Honda Civic,1.8L,16.8萬,13.0萬km,75,https://auto.8891.com.tw/usedauto-infos-3414828.html?display__sale_code=&flow_id=c192fd16-7ad8-4bda-8e33-6d4707d9b583,https://p1.8891.com.tw/2022/12/19/1/1671443867693605_440_330.jpg
2009,新北市,Honda Civic,1.8L,23.5萬,9.6萬km,73,https://auto.8891.com.tw/usedauto-infos-3441092.html?display__sale_code=&flow_id=4b5ff148-4676-4b68-9e70-f7b793ba67b0,https://p1.8891.com.tw/2023/03/15/7/1678890824501529_440_330.jpg
2009,台中市,Honda Civic,1.8L,16萬,18.0萬km,503,https://auto.8891.com.tw/usedauto-infos-3414795.html?display__sale_code=&flow_id=68cc0ce4-6852-4fcb-8aaa-109b42c3a0b2,https://p2.8891.com.tw/2021/10/06/1633516732197168_440_330.jpg
2009,新北市,Honda Civic,1.8L,5萬,14.0萬km,182,https://auto.8891.com.tw/usedauto-infos-3431003.html?display__sale_code=&flow_id=f8b409a7-aa56-4c96-81bb-94e2418adef1,https://p1.8891.com.tw/2023/03/07/1678171348600805_440_330.jpg
2009,新北市,Honda Fit,1.5L,8.5萬,14.0萬km,146,https://auto.8891.com.tw/usedauto-infos-3431057.html?display__sale_code=&flow_id=372c94ae-7022-46fd-a865-97a25b0d3045,https://p1.8891.com.tw/2023/03/07/1678173426980575_440_330.jpg
2009,台中市,Honda Fit,1.5L,18.8萬,15.0萬km,133,https://auto.8891.com.tw/usedauto-infos-3431204.html?display__sale_code=&flow_id=e38d7937-b329-47d6-bf44-02f1969dc39d,https://p2.8891.com.tw/2023/03/07/1678177488884056_440_330.jpg
2009,新北市,Honda Civic,1.8L,13.8萬,10.0萬km,53,https://auto.8891.com.tw/usedauto-infos-3439515.html?display__sale_code=&flow_id=b67e76f9-89c8-4500-911d-1ccd3ad1b605,https://p1.8891.com.tw/2022/08/15/1660546533882377_440_330.jpg
2009,台北市,Honda Fit,1.5L,21.8萬,16.0萬km,55,https://auto.8891.com.tw/usedauto-infos-3408694.html?display__sale_code=&flow_id=9ca476c8-1ae9-4aba-84a7-91c54866076d,https://img.8891.com.tw/v3/infos/no-picture-new-medium.png
2009,桃園市,Honda Civic K12,1.8L,20.8萬,12.0萬km,169,https://auto.8891.com.tw/usedauto-infos-3395571.html?display__sale_code=&flow_id=a211d9e8-1c47-43e7-8c32-d2af8bf6042f,https://p1.8891.com.tw/2022/07/27/1658909160445161_440_330.jpg
2009,台中市,Honda Civic K12,1.8L,23萬,19.0萬km,119,https://auto.8891.com.tw/usedauto-infos-3429472.html?display__sale_code=9005001&flow_id=295ec7d7-141e-4150-af6b-27ef5b5e01fd,https://p2.8891.com.tw/2022/11/04/1667535344386908_440_330.jpg
2009,新北市,Honda Accord,2.4L,23萬,15.0萬km,149,https://auto.8891.com.tw/usedauto-infos-3446204.html?display__sale_code=&flow_id=538bc370-67d9-4633-a0a2-071d9c15c7e9,https://p2.8891.com.tw/2023/01/18/1674037637183902_440_330.jpg
2009,新北市,Honda Fit,1.5L,19.9萬,17.5萬km,89,https://auto.8891.com.tw/usedauto-infos-3425503.html?display__sale_code=&flow_id=550cbe2f-83f0-49c5-a634-92dd0510f2c5,https://p2.8891.com.tw/2023/03/02/1677748123955346_440_330.jpg
2009,桃園市,Honda Fit,1.5L,16.8萬,19.0萬km,49,https://auto.8891.com.tw/usedauto-infos-3445328.html?display__sale_code=&flow_id=682c5870-15d0-4a23-95f3-77d8e5e34c74,https://p2.8891.com.tw/2023/02/08/3/1675786145329554_440_330.jpg
2009,桃園市,Honda Fit,1.5L,12.8萬,10.0萬km,85,https://auto.8891.com.tw/usedauto-infos-3402806.html?display__sale_code=&flow_id=eaa70d26-c874-49a8-9681-022ffc5d76e8,https://p2.8891.com.tw/2023/02/08/4/1675841776079224_440_330.jpg
2009,新北市,Honda Fit,1.5L,15.8萬,8.0萬km,119,https://auto.8891.com.tw/usedauto-infos-3402739.html?display__sale_code=&flow_id=18f76f3d-07e5-4633-9971-950f8dae143e,https://p1.8891.com.tw/2022/07/11/1657532301718547_440_330.jpg
2009,高雄市,Honda CR-V,2.4L,28.8萬,16.2萬km,36,https://auto.8891.com.tw/usedauto-infos-3453314.html?display__sale_code=&flow_id=33992aa6-3858-4bd7-b077-baae6a914ea2,https://p2.8891.com.tw/2022/12/02/1669952766386596_440_330.jpg
2009,桃園市,Honda CR-V,2.0L,26.8萬,12.5萬km,148,https://auto.8891.com.tw/usedauto-infos-3395308.html?display__sale_code=&flow_id=17845a36-917a-4c6c-b42f-5b8f6a475dae,https://p2.8891.com.tw/2023/02/02/1675304531631700_440_330.jpg
2009,台中市,Honda Civic,1.8L,22.8萬,16.7萬km,142,https://auto.8891.com.tw/usedauto-infos-3438392.html?display__sale_code=9005001&flow_id=acda15d8-d297-4b33-bfe0-56ec391fa6eb,https://p2.8891.com.tw/2023/03/13/1678719241416332_440_330.jpg
2009,台中市,Honda Civic K8,1.8L,19.8萬,13.0萬km,616,https://auto.8891.com.tw/usedauto-infos-3386807.html?display__sale_code=&flow_id=d0011e67-c3e5-4d81-8b64-7964081e6240,https://p2.8891.com.tw/2022/09/19/1663563434114490_440_330.jpg
2009,桃園市,Honda Fit,1.5L,8.8萬,10.0萬km,174,https://auto.8891.com.tw/usedauto-infos-3444545.html?display__sale_code=&flow_id=3a906375-e22b-4e4c-9d4d-c9c3f72dbb7f,https://p2.8891.com.tw/2020/08/27/1598522558456952_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,22.8萬,13.0萬km,40,https://auto.8891.com.tw/usedauto-infos-3429401.html?display__sale_code=&flow_id=783c960f-d16c-448d-bb6c-2ebbcb4a2296,https://p1.8891.com.tw/2023/03/06/4/1678075767853681_440_330.jpg
2009,台南市,Honda Civic K12,1.8L,19.8萬,18.0萬km,167,https://auto.8891.com.tw/usedauto-infos-3433873.html?display__sale_code=&flow_id=d1a42c9e-ffd1-4e62-ac84-23d8ea711a0c,https://p1.8891.com.tw/2023/03/09/8/1678352213819075_440_330.jpg
2009,桃園市,Honda City,1.8L,15.5萬,15.0萬km,76,https://auto.8891.com.tw/usedauto-infos-3445276.html?display__sale_code=&flow_id=8ebd4e07-129b-4a03-9dd4-5097819b8530,https://p1.8891.com.tw/2023/03/20/1679285000822807_440_330.jpg
2009,桃園市,Honda Civic,1.8L,28.8萬,18.0萬km,52,https://auto.8891.com.tw/usedauto-infos-3427150.html?display__sale_code=&flow_id=2b9c3af5-3e01-41c4-b507-f64552a68174,https://p1.8891.com.tw/2023/02/06/1675683361682187_440_330.jpg
2009,台中市,Honda Fit,1.5L,20.8萬,12.5萬km,849,https://auto.8891.com.tw/usedauto-infos-3402122.html?display__sale_code=&flow_id=f74ab213-9276-463f-ae64-5b30a8ae85ae,https://p1.8891.com.tw/2022/08/04/1659618037744571_440_330.jpg
2009,桃園市,Honda CR-V,2.4L,24.5萬,18.9萬km,149,https://auto.8891.com.tw/usedauto-infos-3444984.html?display__sale_code=&flow_id=2055e266-0f27-48d1-b9ce-33cd985ffd28,https://p2.8891.com.tw/2023/01/12/1673528376914752_440_330.jpg
2009,新北市,Honda Fit,1.5L,14.5萬,9.0萬km,195,https://auto.8891.com.tw/usedauto-infos-3421435.html?display__sale_code=&flow_id=ea156576-b75d-4c6d-9e8a-fac65d578d70,https://p1.8891.com.tw/2022/09/18/1663494055211435_440_330.jpg
2009,新北市,Honda CR-V,2.0L,25.8萬,19.7萬km,82,https://auto.8891.com.tw/usedauto-infos-3421099.html?display__sale_code=&flow_id=3663dcff-8556-420f-9cb4-a2227a3039fc,https://p2.8891.com.tw/2022/04/01/0/1648805471425964_440_330.jpg
2009,新北市,Honda CR-V,2.0L,27.5萬,16.0萬km,43,https://auto.8891.com.tw/usedauto-infos-3435863.html?display__sale_code=&flow_id=0a20ec04-b751-4640-8587-116ad4014d4a,https://p1.8891.com.tw/2021/05/09/1620557466922729_440_330.jpg
2009,新北市,Honda CR-V,2.4L,32.8萬,11.0萬km,529,https://auto.8891.com.tw/usedauto-infos-3451568.html?display__sale_code=&flow_id=2fb78d8d-e133-45fd-9aea-5a319307eb45,https://p1.8891.com.tw/2023/03/26/1679808584199533_440_330.jpg
2009,新北市,Honda CR-V,2.0L,26.9萬,20.0萬km,81,https://auto.8891.com.tw/usedauto-infos-3403155.html?display__sale_code=&flow_id=84750557-0efb-4a21-b82d-dcdb1b10e92d,https://p1.8891.com.tw/2023/02/27/1677467140992777_440_330.jpg
2009,桃園市,Honda Fit,1.5L,12.8萬,15.0萬km,166,https://auto.8891.com.tw/usedauto-infos-3404125.html?display__sale_code=&flow_id=5f4ae729-1134-4a21-8fab-f26d6b9c0a5a,https://p2.8891.com.tw/2023/02/09/1675928580787876_440_330.jpg
2009,桃園市,Honda Civic K12,1.8L,23.8萬,26.0萬km,114,https://auto.8891.com.tw/usedauto-infos-3418286.html?display__sale_code=&flow_id=eff0269d-ad3d-429b-8b48-73f9ddd86086,https://p1.8891.com.tw/2023/03/15/1678883380274645_440_330.jpg
